"design_last_role","design_current_role","design_item_consistent","design_item_type","design_bg_type","targ_prob","comp_prob","decoy_prob","targ_pay","comp_pay","decoy_pay","targ_item","comp_item","decoy_item","targ_value","comp_value","decoy_value"
"targ","comp",FALSE,"urn","urn",0.684578680898994,0.252201689102835,0.684578680898994,6.52604126002334,17.7143489132523,2.99052892349355,"urn","urn","urn",4.46758871727919,4.46758871727919,2.0472523456355
"comp","decoy",TRUE,"urn","ticket",0.30483545401195,0.0658352391328663,0.252201689102835,17.7143489132523,82.0223586125257,17.7143489132523,"ticket","urn","ticket",5.39996159349734,5.39996159349734,4.46758871727919
"novel","targ",FALSE,"ticket","ticket",0.17455028485706,0.827910678228363,0.103222628303002,16.9942155101441,3.58292897558172,16.9942155101441,"ticket","urn","ticket",2.96634515821792,2.96634515821792,1.75418759090471
"targ","targ",FALSE,"ticket","ticket",0.17455028485706,0.58993332949467,0.17455028485706,16.9942155101441,5.02827185702299,12.3313879625045,"ticket","urn","ticket",2.96634515821792,2.96634515821792,2.15244728153808
"novel","comp",FALSE,"urn","ticket",0.47407028824091,0.705591688509601,0.47407028824091,5.2942691558865,3.55709363592073,1.80520322377654,"ticket","urn","ticket",2.50985570475607,2.50985570475607,0.855793212629165
"targ","decoy",FALSE,"urn","urn",0.527376044692937,0.18421442178078,0.47407028824091,5.2942691558865,15.1566348605099,5.2942691558865,"urn","ticket","urn",2.79207072697124,2.79207072697124,2.50985570475607
"targ","targ",TRUE,"urn","ticket",0.527376044692937,0.16063524922356,0.433713049010839,5.2942691558865,17.3814324095544,5.2942691558865,"urn","ticket","ticket",2.79207072697124,2.79207072697124,2.29619361788357
"comp","targ",TRUE,"urn","ticket",0.16063524922356,0.818073355825618,0.0996534842532128,17.3814324095544,3.41298333100388,17.3814324095544,"ticket","urn","ticket",2.79207072697124,2.79207072697124,1.73212030092381
"targ","comp",FALSE,"urn","urn",0.802435858407989,0.16063524922356,0.802435858407989,3.47949396542501,17.3814324095544,0.0848888564225692,"urn","urn","urn",2.79207072697124,2.79207072697124,0.0681178623727168
"decoy","comp",TRUE,"urn","urn",0.43017839640379,0.89409962418722,0.378948616154958,5.84998983422675,2.81460720683536,5.84998983422675,"ticket","urn","urn",2.51653924586614,2.51653924586614,2.2168455522008
"decoy","comp",FALSE,"urn","urn",0.0247101550921798,0.378948616154958,0.0247101550921798,89.7139473196743,5.84998983422675,84.9985036340235,"ticket","urn","urn",2.2168455522008,2.2168455522008,2.10032620739993
"decoy","comp",TRUE,"urn","ticket",0.299203353701159,0.0247101550921798,0.233815137797501,7.01972815952359,84.9985036340235,7.01972815952359,"ticket","ticket","urn",2.10032620739993,2.10032620739993,1.64131870692001
"novel","comp",TRUE,"urn","ticket",0.497097019804642,0.170848662095505,0.497097019804642,4.93876956775549,14.3697211527517,1.5179566610581,"ticket","urn","ticket",2.45504763363311,2.45504763363311,0.754571732404587
"novel","targ",FALSE,"ticket","ticket",0.143480705421905,0.721597777213901,0.143480705421905,10.2870808169938,2.04545753737389,6.44339611295085,"ticket","urn","ticket",1.47599761235442,1.47599761235442,0.924503019598946
"comp","decoy",FALSE,"ticket","ticket",0.721597777213901,0.121982030337676,0.721597777213901,6.36089448872431,37.6285532504201,2.04545753737389,"urn","ticket","ticket",4.59000732415561,4.59000732415561,1.47599761235442
"novel","targ",TRUE,"ticket","ticket",0.701693971903026,0.364807873498648,0.701693971903026,8.8909559441351,17.1014132195754,5.60924363933435,"ticket","ticket","urn",6.23873019045497,6.23873019045497,3.9359724486563
"novel","targ",TRUE,"urn","ticket",0.238336972579297,0.465865003876388,0.238336972579297,22.6871827179113,11.6067839403001,18.3155199242303,"urn","ticket","ticket",5.40719444534032,5.40719444534032,4.36526556995683
"decoy","targ",TRUE,"urn","urn",0.238336972579297,0.765562550863251,0.238336972579297,18.3155199242303,5.70203645023459,14.1260993908638,"ticket","urn","urn",4.36526556995683,4.36526556995683,3.36677176317272
"novel","comp",FALSE,"urn","ticket",0.452046738471836,0.890208581751695,0.37482228501467,9.49268306784366,4.82037188601544,9.49268306784366,"ticket","urn","ticket",4.29113642016555,4.29113642016555,3.55806915840923
"novel","comp",TRUE,"ticket","ticket",0.346363855525851,0.882250510707939,0.346363855525851,12.6104248884264,4.95074282322568,8.82174598017145,"ticket","ticket","ticket",4.36779538417452,4.36779538417452,3.05553395016186
"targ","comp",FALSE,"ticket","ticket",0.885178182972595,0.346363855525851,0.885178182972595,4.93436854657516,12.6104248884264,0.0976027264146477,"ticket","ticket","urn",4.36779538417452,4.36779538417452,0.0863958040208892
"novel","decoy",TRUE,"ticket","ticket",0.730309088579917,0.251229282701388,0.631908263760225,9.16005027211177,26.6277397827208,9.16005027211177,"urn","ticket","ticket",6.68966796557217,6.68966796557217,5.78831146340653
"decoy","comp",TRUE,"ticket","ticket",0.259787270566449,0.631908263760225,0.259787270566449,22.2809664645443,9.16005027211177,17.3817219432654,"ticket","ticket","ticket",5.78831146340653,5.78831146340653,4.51555010138586
"novel","decoy",FALSE,"urn","urn",0.41808446782087,0.774038350908086,0.355269730581483,7.16025183950474,3.86749581111934,7.16025183950474,"ticket","urn","urn",2.99359007978274,2.99359007978274,2.54382074191642
"novel","decoy",TRUE,"urn","urn",0.180632722400136,0.723723731469363,0.105562124679804,23.2680112212949,5.80741521796752,23.2680112212949,"ticket","urn","urn",4.20296421173942,4.20296421173942,2.45622070159341
"novel","targ",FALSE,"ticket","ticket",0.255188167238487,0.604838375002146,0.255188167238487,15.3385007599967,6.47148735745448,10.7345071173872,"ticket","urn","ticket",3.9142038971297,3.9142038971297,2.73931919749452
"comp","decoy",TRUE,"ticket","ticket",0.604838375002146,0.13133375137113,0.604838375002146,9.82003802218113,45.2247482295015,6.47148735745448,"urn","ticket","ticket",5.93953583979532,5.93953583979532,3.9142038971297
"novel","decoy",TRUE,"urn","urn",0.290906395548413,0.907358250813559,0.20132619920831,12.3742570696153,3.96728692165817,12.3742570696153,"ticket","urn","urn",3.59975052171127,3.59975052171127,2.49126214385222
"comp","comp",TRUE,"urn","ticket",0.478184886509553,0.907358250813559,0.395764500636142,7.52794708337014,3.96728692165817,7.52794708337014,"ticket","urn","ticket",3.59975052171127,3.59975052171127,2.97929421826528
"novel","comp",TRUE,"urn","urn",0.966432713204995,0.361752551315339,0.966432713204995,5.68882113430948,15.197855063574,1.66795388531239,"urn","urn","urn",5.49786284376863,5.49786284376863,1.61196519888327
"novel","comp",FALSE,"urn","ticket",0.259487789357081,0.671741094837359,0.259487789357081,12.2448908211366,4.73009567899794,7.96666286603363,"ticket","urn","ticket",3.17739965009554,3.17739965009554,2.06725173566022
"novel","targ",TRUE,"urn","urn",0.392202302717297,0.653609996894374,0.338836558916765,12.4152794055055,7.44985724645333,12.4152794055055,"urn","urn","ticket",4.86930117171789,4.86930117171789,4.20675055175166
"targ","comp",TRUE,"urn","urn",0.645952069899067,0.392202302717297,0.645952069899067,7.5381772094619,12.4152794055055,2.67567612419171,"urn","urn","urn",4.86930117171789,4.86930117171789,1.72835853080115
"targ","targ",TRUE,"urn","urn",0.645952069899067,0.0526798765640706,0.552549284661654,7.5381772094619,92.4319016920195,7.5381772094619,"urn","ticket","urn",4.86930117171789,4.86930117171789,4.16521442474096
"novel","decoy",FALSE,"urn","urn",0.709499564647742,0.152849435107782,0.636168748242383,9.15564230964054,42.4988435723023,9.15564230964054,"urn","ticket","urn",6.49592423276041,6.49592423276041,5.82453350747902
"novel","targ",TRUE,"urn","urn",0.160038148185297,0.644487224053591,0.160038148185297,17.8218446650095,4.42549504627103,13.9498108719959,"urn","urn","ticket",2.85217501743414,2.85217501743414,2.23250189948936
"novel","decoy",FALSE,"ticket","ticket",0.137790477731868,0.757953683147207,0.137790477731868,11.1108130874713,2.01986516769102,7.41202842412932,"ticket","urn","ticket",1.53096424331216,1.53096424331216,1.02130693752297
"decoy","decoy",TRUE,"ticket","ticket",0.137790477731868,0.384225988760591,0.137790477731868,12.2591505648237,4.3963559528153,7.41202842412932,"ticket","ticket","ticket",1.68919421291397,1.68919421291397,1.02130693752297
"decoy","decoy",FALSE,"ticket","ticket",0.222679612065803,0.863249104702845,0.137790477731868,7.41202842412932,1.91197141718899,7.41202842412932,"ticket","urn","ticket",1.65050761410582,1.65050761410582,1.02130693752297
"decoy","decoy",TRUE,"ticket","ticket",0.190269902688123,0.855643790680915,0.137790477731868,7.41202842412932,1.64821616464767,7.41202842412932,"ticket","urn","ticket",1.41028592698069,1.41028592698069,1.02130693752297
"novel","decoy",FALSE,"urn","urn",0.82724306052919,0.105797488708049,0.82724306052919,7.85586616391994,61.4259454350774,4.00041154720567,"urn","ticket","urn",6.49871076854884,6.49871076854884,3.30931269168673
"comp","targ",TRUE,"urn","ticket",0.105797488708049,0.78610935411416,0.105797488708049,61.4259454350774,8.26692970200313,57.4841093736556,"ticket","urn","ticket",6.49871076854884,6.49871076854884,6.08167441235159
"novel","targ",TRUE,"urn","ticket",0.13888138731534,0.471477386541665,0.13888138731534,24.4208897922434,7.19357311853192,20.2881609389804,"urn","ticket","ticket",3.3916070538218,3.3916070538218,2.8176479372825
"targ","comp",FALSE,"urn","urn",0.456837414763868,0.13888138731534,0.456837414763868,7.42410088187472,24.4208897922434,3.76723716963471,"urn","urn","ticket",3.3916070538218,3.3916070538218,1.72101488937827
"targ","targ",FALSE,"urn","urn",0.456837414763868,0.905871413648129,0.392835079773795,7.42410088187472,3.74402702494288,7.42410088187472,"urn","urn","ticket",3.3916070538218,3.3916070538218,2.91644726217996
"targ","targ",TRUE,"urn","urn",0.972339895786718,0.291330171981826,0.906042002269533,2.62856009678042,8.77304891967056,2.62856009678042,"urn","ticket","urn",2.5558538505726,2.5558538505726,2.38158585317273
"novel","comp",FALSE,"ticket","urn",0.7823581751436,0.293725552160943,0.696044444432482,6.31703952648446,16.8258685017038,6.31703952648446,"urn","ticket","urn",4.94218751625037,4.94218751625037,4.39694026766991
"decoy","comp",TRUE,"ticket","ticket",0.319696928374469,0.696044444432482,0.319696928374469,13.7534642263427,6.31703952648446,8.94245077130567,"ticket","ticket","ticket",4.39694026766991,4.39694026766991,2.85887404372633
"comp","targ",FALSE,"ticket","ticket",0.696044444432482,0.484431331977248,0.696044444432482,6.31703952648446,9.07649851986951,3.21906744078502,"ticket","ticket","urn",4.39694026766991,4.39694026766991,2.2406140084119
"targ","decoy",TRUE,"ticket","ticket",0.696044444432482,0.949271900812164,0.696044444432482,10.3918314827117,7.61970997438312,6.31703952648446,"ticket","urn","ticket",7.23317657102007,7.23317657102007,4.39694026766991
"comp","comp",FALSE,"ticket","ticket",0.475453837309033,0.949271900812164,0.39028873211937,15.2132047391989,7.61970997438312,15.2132047391989,"ticket","ticket","ticket",7.23317657102007,7.23317657102007,5.93754238913432
"novel","decoy",FALSE,"urn","urn",0.82354944682182,0.587798522086814,0.82354944682182,7.99876514363865,11.2068648725325,4.52939417220483,"urn","urn","urn",6.58737860930126,6.58737860930126,3.73018006495726
"decoy","comp",FALSE,"urn","urn",0.349083720240742,0.82354944682182,0.251180461957119,10.6856316942674,4.52939417220483,10.6856316942674,"ticket","urn","urn",3.73018006495726,3.73018006495726,2.68402190526973
"comp","comp",FALSE,"urn","ticket",0.0770891604479402,0.82354944682182,0.0770891604479402,48.3878672861708,4.52939417220483,43.662286209709,"ticket","urn","ticket",3.73018006495726,3.73018006495726,3.36588898714414
"novel","comp",TRUE,"urn","urn",0.746554814744741,0.100946197504965,0.678491020097863,2.10466809069207,15.5652232117857,2.10466809069207,"urn","urn","urn",1.57125009654579,1.57125009654579,1.42799839982108
"decoy","targ",TRUE,"urn","urn",0.678491020097863,0.0348103477153927,0.612098293704912,2.10466809069207,41.0222388898931,2.10466809069207,"urn","ticket","urn",1.42799839982108,1.42799839982108,1.28826374712779
"novel","comp",FALSE,"urn","ticket",0.283018127316609,0.510225334437438,0.283018127316609,6.43335307661139,3.56853220962973,1.46949659187042,"ticket","urn","ticket",1.8207555401091,1.8207555401091,0.415894173529304
"novel","targ",FALSE,"ticket","ticket",0.333484565243249,0.746945313410833,0.333484565243249,20.5675338795285,9.18267371224244,16.6176967001396,"ticket","urn","ticket",6.85895509394035,6.85895509394035,5.54174535939024
"novel","comp",FALSE,"urn","ticket",0.106075754854828,0.841240642160699,0.0112007198156789,31.6890195311631,3.99580868887144,31.6890195311631,"ticket","urn","ticket",3.36143666737752,3.36143666737752,0.354939829002133
"novel","targ",TRUE,"ticket","urn",0.615024462186722,0.939319328637794,0.549743136351919,6.51766533314774,4.26747698468572,6.51766533314774,"ticket","urn","urn",4.00852361623223,4.00852361623223,3.58304178193681
"novel","comp",TRUE,"ticket","ticket",0.144753883592784,0.801864425778625,0.144753883592784,56.4872397469849,10.1971693268136,52.7071458368123,"ticket","ticket","ticket",8.17674732681276,8.17674732681276,7.62956405296985
"comp","decoy",TRUE,"ticket","ticket",0.801864425778625,0.411877758800983,0.801864425778625,13.3398706555456,25.9707340214474,10.1971693268136,"urn","ticket","ticket",10.6967677231702,10.6967677231702,8.17674732681276
"targ","comp",TRUE,"ticket","ticket",0.13558341213502,0.880181151627333,0.13558341213502,66.1980407490824,10.1971693268136,62.5561223445889,"ticket","ticket","ticket",8.97535624141367,8.97535624141367,8.48157251741512
"targ","decoy",TRUE,"ticket","urn",0.22715633478947,0.570386278210208,0.13558341213502,66.1980407490824,26.363369669394,66.1980407490824,"ticket","urn","urn",15.0373043068055,15.0373043068055,8.97535624141367
"novel","targ",FALSE,"ticket","ticket",0.535456227575074,0.194443494081497,0.535456227575074,17.7936200832621,48.9998635834752,14.2013793264189,"ticket","ticket","urn",9.52770468468763,9.52770468468763,7.60421700048691
"novel","decoy",TRUE,"ticket","urn",0.907875428917871,0.536629430484027,0.814107107963466,4.36125909227857,7.37842493180632,4.36125909227857,"urn","urn","ticket",3.95947996902437,3.95947996902437,3.55053202669428
"novel","decoy",TRUE,"ticket","urn",0.885331464122498,0.645956429420039,0.885331464122498,16.7727954926301,22.9883671941308,12.9318851924833,"urn","urn","ticket",14.8494835909175,14.8494835909175,11.4490048513253
"comp","comp",TRUE,"ticket","ticket",0.287951649632305,0.645956429420039,0.218810360098723,51.5693645439409,22.9883671941308,51.5693645439409,"ticket","ticket","ticket",14.8494835909175,14.8494835909175,11.283911225922
"novel","decoy",TRUE,"urn","urn",0.24557935935756,0.56624171952717,0.145836318450364,23.3398412608733,10.1225025756468,23.3398412608733,"ticket","urn","urn",5.73178326435243,5.73178326435243,3.40379652270166
"novel","targ",FALSE,"urn","urn",0.702013055339154,0.964900001650676,0.702013055339154,12.2523775332005,8.9142180252217,8.99388011809006,"urn","urn","urn",8.60132898725091,8.60132898725091,6.31382126105447
"novel","decoy",FALSE,"urn","urn",0.511698208094512,0.177118927938864,0.458784992780474,3.88741185931365,11.2307685332352,3.88741185931365,"urn","ticket","urn",1.98918168253615,1.98918168253615,1.78348622180994
"novel","comp",TRUE,"ticket","ticket",0.170909764245152,0.861043050864656,0.170909764245152,16.86046476051,3.34665967559782,12.8140673851014,"ticket","ticket","ticket",2.88161805728247,2.88161805728247,2.19004923580918
"novel","comp",FALSE,"ticket","ticket",0.333417450077832,0.111703315410817,0.333417450077832,3.70599913545049,11.0618451850615,0.130507476107248,"ticket","ticket","ticket",1.23564478173255,1.23564478173255,0.0435134698997722
"comp","decoy",FALSE,"ticket","ticket",0.174609142738448,0.592612978536636,0.111703315410817,11.0618451850615,3.25929295311513,11.0618451850615,"ticket","ticket","urn",1.93149930486902,1.93149930486902,1.23564478173255
"targ","decoy",FALSE,"ticket","ticket",0.174609142738448,0.90600942983292,0.174609142738448,14.2793262715578,2.75195912653923,11.0618451850615,"ticket","urn","ticket",2.49330091915931,2.49330091915931,1.93149930486902
"decoy","targ",FALSE,"ticket","urn",0.174609142738448,0.631017148727551,0.174609142738448,11.0618451850615,3.06092997434998,6.09892238892018,"urn","urn","ticket",1.93149930486902,1.93149930486902,1.06492760995768
"novel","targ",FALSE,"urn","urn",0.834733054328606,0.362124353414401,0.747458246543899,4.64158518069202,10.699320656768,4.64158518069202,"urn","ticket","urn",3.87448457480545,3.87448457480545,3.46939112034421
"decoy","targ",FALSE,"urn","urn",0.747458246543899,0.171568669378757,0.683534912702523,4.64158518069202,20.2215890168451,4.64158518069202,"urn","ticket","urn",3.46939112034421,3.46939112034421,3.17268552128565
"decoy","comp",FALSE,"urn","urn",0.985624694498256,0.683534912702523,0.890254199609626,3.21895904089613,4.64158518069202,3.21895904089613,"urn","ticket","urn",3.17268552128565,3.17268552128565,2.86569180452916
"targ","targ",FALSE,"urn","urn",0.985624694498256,0.724957764381543,0.925398579391185,3.21895904089613,4.37637291048569,3.21895904089613,"urn","urn","urn",3.17268552128565,3.17268552128565,2.97882012356369
"targ","decoy",FALSE,"urn","urn",0.985624694498256,0.428005459252745,0.985624694498256,7.40320574487849,17.0483395546941,3.21895904089613,"urn","ticket","urn",7.29678240060359,7.29678240060359,3.17268552128565
"comp","targ",FALSE,"urn","urn",0.197544449009001,0.840953700011596,0.197544449009001,17.4944019225967,4.10952706254069,14.3362621941213,"urn","urn","ticket",3.45592198854138,3.45592198854138,2.83204901598628
"decoy","decoy",FALSE,"urn","urn",0.272234806406777,0.650616737082601,0.197544449009001,14.3362621941213,5.99866148619834,14.3362621941213,"ticket","urn","urn",3.90282956301343,3.90282956301343,2.83204901598628
"comp","targ",TRUE,"urn","urn",0.650616737082601,0.105844937730581,0.595918495010119,5.99866148619834,36.8730866746575,5.99866148619834,"urn","urn","urn",3.90282956301343,3.90282956301343,3.57471332493048
"novel","decoy",FALSE,"urn","urn",0.615010529495387,0.202101813163608,0.615010529495387,7.7175933135862,23.4851982568624,3.84406882097968,"urn","ticket","urn",4.74640115021871,4.74640115021871,2.36414280100742
"novel","targ",FALSE,"ticket","ticket",0.140738291859603,0.755876154871657,0.0636676256502745,23.9930417001889,4.46731873156413,23.9930417001889,"ticket","urn","ticket",3.37673970540082,3.37673970540082,1.52757999717905
"novel","targ",FALSE,"urn","urn",0.826964255792816,0.0732111444231123,0.826964255792816,4.48070588323342,50.6122890900317,0.997143095704343,"urn","ticket","urn",3.70538360615462,3.70538360615462,0.824601698058087
"decoy","targ",TRUE,"urn","urn",0.826964255792816,0.115301650483161,0.728436270400678,0.997143095704343,7.15169032362215,0.997143095704343,"urn","ticket","urn",0.824601698058087,0.824601698058087,0.726355197690658
"novel","comp",FALSE,"ticket","ticket",0.386699041118845,0.116010628368286,0.316434529586695,2.04664098402172,6.82208274506754,2.04664098402172,"ticket","ticket","ticket",0.79143410603573,0.79143410603573,0.647627877011764
"novel","decoy",TRUE,"ticket","ticket",0.715130339420144,0.363931968808174,0.715130339420144,7.11445887834464,13.9799902963265,3.89397295127322,"urn","ticket","ticket",5.08776539246126,5.08776539246126,2.78469819833688
"novel","comp",TRUE,"urn","ticket",0.491265044081956,0.149695081034497,0.491265044081956,4.43698477904074,14.5611699997283,1.2017873508925,"ticket","urn","ticket",2.17973552306642,2.17973552306642,0.590396115913342
"novel","decoy",FALSE,"ticket","ticket",0.108639187235989,0.644704522332177,0.108639187235989,17.4813064826522,2.94577571943888,12.8925163271707,"ticket","urn","ticket",1.89915492809856,1.89915492809856,1.40063249521054
"targ","comp",FALSE,"ticket","ticket",0.334632770624012,0.108639187235989,0.263981517148204,5.67534053690284,17.4813064826522,5.67534053690284,"ticket","urn","ticket",1.89915492809856,1.89915492809856,1.49818500526432
"decoy","targ",FALSE,"ticket","urn",0.263981517148204,0.500471103470773,0.263981517148204,5.67534053690284,2.99354946744055,2.19166123020947,"urn","urn","ticket",1.49818500526432,1.49818500526432,0.578558056625595
"novel","comp",TRUE,"urn","ticket",0.42594476393424,0.111216439401092,0.42594476393424,3.91161436314318,14.9809836161186,0.357504841467323,"ticket","urn","ticket",1.6661316565108,1.6661316565108,0.152277315304147
"decoy","comp",TRUE,"urn","urn",0.0899213440716267,0.42594476393424,0.0112153280409984,1.69345016888149,0.357504841467323,1.69345016888149,"ticket","urn","urn",0.152277315304147,0.152277315304147,0.0189925991650901
"comp","comp",TRUE,"urn","ticket",0.0944476372096688,0.42594476393424,0.0140450067236088,1.61229353960543,0.357504841467323,1.61229353960543,"ticket","urn","ticket",0.152277315304147,0.152277315304147,0.0226446736041893
"novel","decoy",FALSE,"ticket","ticket",0.131999216552508,0.400992864510044,0.131999216552508,23.0904596883509,7.60093971353758,18.9428982038687,"ticket","ticket","ticket",3.04792258869959,3.04792258869959,2.50044772214459
"novel","targ",TRUE,"ticket","urn",0.733442392746793,0.958022388862446,0.733442392746793,5.03439235795393,3.85422806394775,1.97785447878867,"ticket","urn","urn",3.6924367770439,3.6924367770439,1.45064232142772
"targ","comp",TRUE,"ticket","urn",0.618471737252548,0.875809237360559,0.618471737252548,5.26478217193619,3.71784041231015,1.93391679623858,"ticket","urn","urn",3.25611897613362,3.25611897613362,1.19607288067156
"targ","targ",FALSE,"ticket","ticket",0.618471737252548,0.252026805188507,0.568001653195825,5.26478217193619,12.9197327788136,5.26478217193619,"ticket","ticket","urn",3.25611897613362,3.25611897613362,2.99040497737566
"targ","targ",FALSE,"ticket","ticket",0.618471737252548,0.243296668166295,0.618471737252548,5.26478217193619,13.3833274441228,1.02893245430426,"ticket","ticket","urn",3.25611897613362,3.25611897613362,0.636365642529081
"decoy","targ",TRUE,"ticket","ticket",0.618471737252548,0.168926045997068,0.546818058914505,1.02893245430426,3.76712566006621,1.02893245430426,"ticket","ticket","ticket",0.636365642529081,0.636365642529081,0.562638847416791
"novel","comp",FALSE,"ticket","urn",0.869116796879098,0.122874274921864,0.80338958047796,2.63113793966211,18.6106178833638,2.63113793966211,"urn","ticket","urn",2.2867661782662,2.2867661782662,2.11382880552478
"comp","targ",TRUE,"ticket","ticket",0.122874274921864,0.849549880018458,0.122874274921864,18.6106178833638,2.69173856891901,14.6465053603519,"urn","ticket","ticket",2.2867661782662,2.2867661782662,1.79967872629243
"novel","comp",FALSE,"ticket","urn",0.713798752520233,0.179949986177444,0.614124007581268,2.32309533069083,9.21490789889567,2.32309533069083,"urn","ticket","urn",1.6582225490327,1.6582225490327,1.42666861447718
"novel","comp",FALSE,"ticket","urn",0.772033690242097,0.22419844392994,0.714311655657366,3.32813229798289,11.4605178099655,3.32813229798289,"urn","ticket","urn",2.56943025962564,2.56943025962564,2.37732369201891
"novel","targ",TRUE,"urn","ticket",0.120407758479964,0.410259897587821,0.0470543000279252,16.5493028191568,4.85707832663383,16.5493028191568,"urn","ticket","ticket",1.99266445686082,1.99266445686082,0.778715860105595
"decoy","decoy",TRUE,"urn","urn",0.0470543000279252,0.976806604769081,0.0470543000279252,20.6026525385397,0.992461956324219,16.5493028191568,"ticket","urn","urn",0.96944339391954,0.96944339391954,0.778715860105595
"novel","decoy",TRUE,"urn","urn",0.170064247807985,0.824999040691182,0.170064247807985,22.090462652198,4.55369973706759,17.9113838813966,"ticket","urn","urn",3.75679791467645,3.75679791467645,3.04608602698978
"targ","decoy",FALSE,"urn","urn",0.170064247807985,0.562083533266559,0.170064247807985,26.8755285103573,8.13147205005994,22.090462652198,"urn","urn","urn",4.57056654055596,4.57056654055596,3.75679791467645
"novel","comp",TRUE,"ticket","ticket",0.367544980719686,0.685614419541302,0.310602263885085,13.3227143796053,7.14205632235965,13.3227143796053,"ticket","ticket","ticket",4.8966967997859,4.8966967997859,4.13806524739977
"novel","targ",TRUE,"ticket","ticket",0.797362568597829,0.0454574336763471,0.697579676560646,4.82170421345442,84.5768479591817,4.82170421345442,"ticket","ticket","urn",3.844646456659,3.844646456659,3.36352286569264
"novel","comp",TRUE,"urn","urn",0.744533324148506,0.151280352710006,0.670274282305036,2.55071634785278,12.5534696833183,2.55071634785278,"urn","urn","urn",1.89909332142677,1.89909332142677,1.70967956942074
"decoy","decoy",FALSE,"urn","urn",0.670274282305036,0.903109611477703,0.670274282305036,6.19813256929634,4.60016016518626,2.55071634785278,"urn","urn","urn",4.15444885951657,4.15444885951657,1.70967956942074
"novel","targ",FALSE,"ticket","ticket",0.18833883779576,0.732535058166832,0.107341352326199,13.9541596543196,3.58769205980106,13.9541596543196,"ticket","urn","ticket",2.62811021171105,2.62811021171105,1.49785836787036
"comp","decoy",TRUE,"ticket","ticket",0.732535058166832,0.432607908034697,0.732535058166832,7.69999411910875,13.0384015991525,3.58769205980106,"urn","ticket","ticket",5.64051563992559,5.64051563992559,2.62811021171105
"comp","targ",FALSE,"ticket","ticket",0.432607908034697,0.960961869684979,0.432607908034697,13.0384015991525,5.86965603721057,9.30604581313066,"urn","ticket","ticket",5.64051563992559,5.64051563992559,4.0258690112935
"novel","decoy",FALSE,"urn","urn",0.895153821780927,0.0730724565219134,0.895153821780927,8.03153290416564,98.388061878926,4.00760550288003,"urn","ticket","urn",7.18945737392315,7.18945737392315,3.58742338209333
"novel","comp",TRUE,"urn","urn",0.670595735777169,0.23142397898809,0.670595735777169,7.03931172316545,20.3977670983003,2.36918612600887,"urn","urn","urn",4.72053242436099,4.72053242436099,1.58876611336398
"targ","targ",TRUE,"urn","urn",0.670595735777169,0.124462499283254,0.599195526633412,7.03931172316545,37.9273472053451,7.03931172316545,"urn","ticket","urn",4.72053242436099,4.72053242436099,4.21792409509887
"targ","decoy",TRUE,"urn","ticket",0.72817674994003,0.326079735998064,0.670595735777169,7.03931172316545,15.7196616855081,7.03931172316545,"urn","ticket","ticket",5.12586313238937,5.12586313238937,4.72053242436099
"decoy","comp",FALSE,"urn","urn",0.2494554547593,0.670595735777169,0.2494554547593,18.9233481741894,7.03931172316545,14.7110564468812,"ticket","urn","urn",4.72053242436099,4.72053242436099,3.66975327594649
"novel","comp",FALSE,"ticket","ticket",0.451298685511574,0.161506983742472,0.451298685511574,9.37964029086645,26.2095126523391,5.46516630042235,"ticket","ticket","ticket",4.23301933383943,4.23301933383943,2.46642236748276
"comp","comp",FALSE,"ticket","urn",0.794077128171921,0.161506983742472,0.794077128171921,5.33074078532452,26.2095126523391,2.11171244560326,"urn","ticket","urn",4.23301933383943,4.23301933383943,1.67686255432954
"novel","targ",TRUE,"ticket","urn",0.862797052704594,0.611871911911294,0.805635177146508,4.25469399966941,5.99951946087514,4.25469399966941,"ticket","urn","urn",3.67093744307469,3.67093744307469,3.42773115412785
"decoy","targ",FALSE,"ticket","ticket",0.805635177146508,0.275825679302216,0.733326954068946,4.25469399966941,12.4271647324474,4.25469399966941,"urn","ticket","ticket",3.42773115412785,3.42773115412785,3.12008179127299
"novel","targ",FALSE,"ticket","ticket",0.149287217828939,0.669293573591858,0.0507112797783041,12.0449315230725,2.68664512400669,12.0449315230725,"ticket","urn","ticket",1.79815431601958,1.79815431601958,0.610813892377043
"novel","decoy",FALSE,"urn","urn",0.961955781206686,0.704877111827955,0.897090292903792,3.58958739605664,4.89876077665315,3.58958739605664,"urn","urn","urn",3.45302434778334,3.45302434778334,3.22018400853221
"novel","targ",TRUE,"urn","urn",0.204089072569979,0.722997040022165,0.204089072569979,10.2296674552693,2.88765130156164,5.56895339240721,"urn","urn","ticket",2.08776334364521,2.08776334364521,1.13656253304183
"comp","decoy",FALSE,"urn","urn",0.777633709472138,0.0550940849352628,0.722997040022165,2.88765130156164,40.7581865809005,2.88765130156164,"urn","urn","ticket",2.24553499329542,2.24553499329542,2.08776334364521
"novel","targ",TRUE,"urn","ticket",0.100483486366166,0.342490480281413,0.0127999440489204,20.1754747233851,5.91929456734802,20.1754747233851,"urn","ticket","ticket",2.02730203929818,2.02730203929818,0.258244947619736
"novel","decoy",TRUE,"urn","urn",0.454031972652556,0.819678995525464,0.454031972652556,24.8437891602092,13.7613317678622,20.3058764724568,"ticket","urn","urn",11.279874600574,11.279874600574,9.2195171512287
